headword,pos,cefr,tier,tier_name,amirnet_level,is_connector,source
motorbike,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
motorcycle,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
motorist,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
motorway,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
motto,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
mount,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
mountaintop,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
mourn,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
mournful,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
movement,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
mover,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
moving,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
MP3 player,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
Ms./Ms,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
mud,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
muddy,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
mug,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
mule,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
multiple,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
multiply,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
mumble,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
murder,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
murderer,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
murmur,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
muscle,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
muse,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
museum,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
mushroom,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
musical,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
mustache/moustache,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
mustard,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
mutability,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
mutable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
mutter,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
mutton,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
mutual,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
myself,pronoun,A2,1,ליבה,1-2,,CEFR-J v1.5
mysterious,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
mystery,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
mystify,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
myth,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nail,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
naked,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nano,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nap,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
napkin,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
narcissistic,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
narrate,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
narrative,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
narrator,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
narrow,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
narrowly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nasty,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nation,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
national,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
nationalist,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nationwide,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
native,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
native speaker,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
natural,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
naturally,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nature,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
naughty,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
naval,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
navigate,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
navigation,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
navy,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
navy blue,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nearby,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nearly,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
neat,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
necessarily,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
necessary,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
necessity,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
necklace,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nectar,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
needle,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
needless,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
needy,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
negative,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
negatively,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
neglect,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
negotiate,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
negotiation,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
neighborhood/neighbourhood,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
neighboring/neighbouring,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
neither,adverb,B2,3,הרחבה אקדמית,3,true,CEFR-J v1.5
nephew,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nerve,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nerves,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nervous,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
nervously,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nervousness,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
ness,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
net,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
netsurfer/net surfer,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
network,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
neurosis,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
neutral,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nevertheless,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
newborn,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
newcomer,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
newly,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
newscaster,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
newsworthy,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
next,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
next door,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
next to,preposition,A2,1,ליבה,1-2,true,CEFR-J v1.5
next-door,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nicely,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nickname,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
niece,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nightclub,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nightlife,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nightmare,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
no one,pronoun,A2,1,ליבה,1-2,,CEFR-J v1.5
nobility,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
noble,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nobleman,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nobody,pronoun,A2,1,ליבה,1-2,,CEFR-J v1.5
nod,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
noisily,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
noisy,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
nomad,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nomination,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nominee,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
none,pronoun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nonetheless,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nonprofessional,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nonsense,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
non-smoking,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
noon,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
nor,conjunction,B1,2,ליבה מורחבת,2-3,true,CEFR-J v1.5
normal,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
normally,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
north,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
northeast,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
northeastern,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
northern,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
northward,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
northwest,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
northwestern,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nostril,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
notice,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
noticeable,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
noticeboard,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
notion,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
notorious,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nought,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
noun,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
nourish,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nourishment,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
novel,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
novelist,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
novelty,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nowadays,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
nowhere,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nuclear,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nucleus,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nuisance,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
numerical,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
numerous,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nursery,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nut,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
nutrient,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nutrition,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nutritious,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
nutshell,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
oak,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
oath,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
obedience,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
obedient,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
obey,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
obituary,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
object,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
objection,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
objective,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
obligation,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
observation,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
observe,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
observer,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
obsess,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
obsession,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
obsessive,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
obstacle,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
obtain,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
obvious,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
obviously,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
occasion,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
occasional,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
occasionally,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
occupation,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
occupy,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
occur,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
ocean,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
odd,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
offend,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
offender,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
offense/offence,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
offensive,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
offer,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
offhand,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
official,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
officially,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
offshore,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
oil,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
oily,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
ointment,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
old-fashioned,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
olive,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
olive oil,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
Olympia,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
Olympiad,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
Olympic,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
omelet/omelette,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
oneself,pronoun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
onion,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
online,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
onstage,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
onto/on to,preposition,B1,2,ליבה מורחבת,2-3,true,CEFR-J v1.5
opening,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
openly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
operate,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
operation,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
operator,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
opinion,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
opponent,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
opportunity,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
oppose,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
opposite,adjective,A2,1,ליבה,1-2,true,CEFR-J v1.5
opposition,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
oppress,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
oppression,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
optimism,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
optimist,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
optimistic,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
option,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
optional,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
oral,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
orator,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
orbit,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
orchestra,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
orchestral,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
orchid,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
orderly,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
ordinary,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
organ,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
organic,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
organism,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
organization/organisation,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
organize/organise,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
organized/organised,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
organizer/organiser,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
origin,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
original,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
originality,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
originally,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
originate,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
ornament,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
orphan,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
otherwise,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
ought to,modal auxiliary,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
ounce,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
ourselves,pronoun,A2,1,ליבה,1-2,,CEFR-J v1.5
out of,preposition,A2,1,ליבה,1-2,true,CEFR-J v1.5
outback,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outbreak,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outcome,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outdistance,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outdo,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outdoor,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
outdoors,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
outer,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
outfit,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outgrow,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outing,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outlaw,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
outlet,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outline,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
outlive,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outlook,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
out-of-date,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
outpatient,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
output,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outrage,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outrageous,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outshine,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outsider,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outskirts,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outstanding,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
outward,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
outwardly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
outweigh,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
oval,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
oven,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
overall,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overboard,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overbook,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overcoat,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overcome,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
overemphasize/overemphasise,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overestimate,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overhear,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overjoyed,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
overlap,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overlook,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overnight,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
overseas,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
overshadow,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
oversize,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overstep,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overtake,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overthrow,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overtime,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overturn,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
overweight,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
overwhelm,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
overwhelming,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
overwork,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
ow,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
owe,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
owing,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
owing to,preposition,B2,3,הרחבה אקדמית,3,true,CEFR-J v1.5
owl,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
ox,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
oxygen,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
ozone,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
pa,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
pace,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
pacific,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
pack,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
package,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
packed,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
packet,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
packing,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
pad,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
paddle,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
paid,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
pain,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
painful,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
paintbrush,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
painter,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
pajamas/pyjamas,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
pal,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
pale,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
pallet,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
palm,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
pan,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
pancake,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
pandemic,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
panel,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
panic,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
papaya,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
paperless,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
paperwork,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
parachute,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
parade,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
paradise,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
paradox,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
paralysis,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
paralyze/paralyse,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
paramedic,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
paratrooper,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
parcel,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
parental,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
parking,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
parliament,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
parrot,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
part,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
partial,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
participant,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
participate,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
participation,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
participle,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
